week_ending_date,location,location_name,target,target_data_type,value
2024-11-16,39,Ohio,wk inc covid hosp,hosp,454
2024-11-16,40,Oklahoma,wk inc covid hosp,hosp,70
2024-11-16,41,Oregon,wk inc covid hosp,hosp,68
2024-11-16,42,Pennsylvania,wk inc covid hosp,hosp,6124
2024-11-16,44,Rhode Island,wk inc covid hosp,hosp,20
2024-11-16,45,South Carolina,wk inc covid hosp,hosp,69
2024-11-16,46,South Dakota,wk inc covid hosp,hosp,35
2024-11-16,47,Tennessee,wk inc covid hosp,hosp,148
2024-11-16,48,Texas,wk inc covid hosp,hosp,237
2024-11-16,49,Utah,wk inc covid hosp,hosp,49
2024-11-16,50,Vermont,wk inc covid hosp,hosp,9
2024-11-16,51,Virginia,wk inc covid hosp,hosp,138
2024-11-16,53,Washington,wk inc covid hosp,hosp,75
2024-11-16,54,West Virginia,wk inc covid hosp,hosp,59
2024-11-16,55,Wisconsin,wk inc covid hosp,hosp,292
2024-11-16,56,Wyoming,wk inc covid hosp,hosp,193
2024-11-16,72,Puerto Rico,wk inc covid hosp,hosp,3
2024-11-16,US,United States,wk inc covid hosp,hosp,17593
