location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,1.183466606670012,1.7717552463814528,2.306426947952187,3951,5915,7700,1.18,1.77,2.31,3951,5915,7700,wk inc covid hosp,2025-04-12,2025-04-12,2025-04-09,"April 12, 2025","April 09, 2025","April 12, 2025",CovidHub-ensemble
US,1,0.9413446786991562,1.6058304897382574,2.494616301570646,3142.67661172582,5361.06065789902,8328.26963765261,0.94,1.61,2.49,3143,5361,8328,wk inc covid hosp,2025-04-19,2025-04-12,2025-04-09,"April 19, 2025","April 09, 2025","April 12, 2025",CovidHub-ensemble
US,2,0.7564795084273725,1.5612479719943575,2.5934198465894194,2525.50475100134,5212.22204545876,8658.125,0.76,1.56,2.59,2526,5212,8658,wk inc covid hosp,2025-04-26,2025-04-12,2025-04-09,"April 26, 2025","April 09, 2025","April 12, 2025",CovidHub-ensemble
Alabama,0,1.2759554263203843,2.0942189201629433,3.350724202037623,65.040054278639,106.749898491007,170.798508692227,1.28,2.09,3.35,65,107,171,wk inc covid hosp,2025-04-12,2025-04-12,2025-04-09,"April 12, 2025","April 09, 2025","April 12, 2025",CovidHub-ensemble
Alabama,1,0.9296384321974313,1.8115527353054943,3.566496277945411,47.3870268838433,92.3413826238955,181.797190338441,0.93,1.81,3.57,47,92,182,wk inc covid hosp,2025-04-19,2025-04-12,2025-04-09,"April 19, 2025","April 09, 2025","April 12, 2025",CovidHub-ensemble
Alabama,2,0.6716416592821265,1.7385066411690107,3.5546733506839714,34.236,88.6179595093591,181.194533055158,0.67,1.74,3.55,34,89,181,wk inc covid hosp,2025-04-26,2025-04-12,2025-04-09,"April 26, 2025","April 09, 2025","April 12, 2025",CovidHub-ensemble
Alaska,0,0.25883149367082425,0.864833282586172,1.8065649440016383,1.84213221191956,6.15511360382687,12.8575214286035,0.26,0.86,1.81,2,6,13,wk inc covid hosp,2025-04-12,2025-04-12,2025-04-09,"April 12, 2025","April 09, 2025","April 12, 2025",CovidHub-ensemble
Alaska,1,0.13563408039660496,0.8656996933326125,2.3183567487364956,0.965322669931481,6.16127994441447,16.5,0.14,0.87,2.32,1,6,16,wk inc covid hosp,2025-04-19,2025-04-12,2025-04-09,"April 19, 2025","April 09, 2025","April 12, 2025",CovidHub-ensemble
Alaska,2,0.14050646962039368,0.7311432729406628,2.709667266629292,1,5.20362709927872,19.285,0.14,0.73,2.71,1,5,19,wk inc covid hosp,2025-04-26,2025-04-12,2025-04-09,"April 26, 2025","April 09, 2025","April 12, 2025",CovidHub-ensemble
Arizona,0,1.3530888161354273,2.1011367287520337,3.064866628410183,100.318627249136,155.779243592571,227.23062166898,1.35,2.1,3.06,100,156,227,wk inc covid hosp,2025-04-12,2025-04-12,2025-04-09,"April 12, 2025","April 09, 2025","April 12, 2025",CovidHub-ensemble
