location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,0.7855121323223141,1.177332475446348,1.6119912912071899,2622.43008574456,3930.52121984,5381.62847659924,0.79,1.18,1.61,2622,3931,5382,wk inc covid hosp,2025-07-19,2025-07-19,2025-07-16,"July 19, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
US,1,0.7185008914230973,1.3009225604874066,1.9126151095626187,2398.71324295355,4343.12637764094,6385.2602644571,0.72,1.3,1.91,2399,4343,6385,wk inc covid hosp,2025-07-26,2025-07-19,2025-07-16,"July 26, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
US,2,0.648495369132011,1.4151160116073604,2.302080370168118,2165,4724.36089903098,7685.48896206444,0.65,1.42,2.3,2165,4724,7685,wk inc covid hosp,2025-08-02,2025-07-19,2025-07-16,"August 02, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Alabama,0,0.6577734498932292,1.087363466322042,2.1089344074316103,33.529087303212,55.4268412605479,107.5,0.66,1.09,2.11,34,55,108,wk inc covid hosp,2025-07-19,2025-07-19,2025-07-16,"July 19, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Alabama,1,0.5306226199612898,1.300197732679506,2.6386202586004797,27.047750487085,66.2757721484894,134.5,0.53,1.3,2.64,27,66,134,wk inc covid hosp,2025-07-26,2025-07-19,2025-07-16,"July 26, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Alabama,2,0.3923598897547182,1.2494198400173522,3.1192611235500096,20,63.6874396513069,159,0.39,1.25,3.12,20,64,159,wk inc covid hosp,2025-08-02,2025-07-19,2025-07-16,"August 02, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Alaska,0,0.28101293924078735,1.264558226583543,1.9670905746855114,2,9,14,0.28,1.26,1.97,2,9,14,wk inc covid hosp,2025-07-19,2025-07-19,2025-07-16,"July 19, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Alaska,1,0.28101293924078735,1.264558226583543,2.3886099835466923,2,9,17,0.28,1.26,2.39,2,9,17,wk inc covid hosp,2025-07-26,2025-07-19,2025-07-16,"July 26, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Alaska,2,0.22315509213251727,1.122457236966516,2.5795774499051296,1.58821933776726,7.98865162578676,18.3591364644943,0.22,1.12,2.58,2,8,18,wk inc covid hosp,2025-08-02,2025-07-19,2025-07-16,"August 02, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Arizona,0,0.5335143590962343,1.0156398890382146,1.6372632494145707,39.555,75.3000085676422,121.387450452691,0.53,1.02,1.64,40,75,121,wk inc covid hosp,2025-07-19,2025-07-19,2025-07-16,"July 19, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Arizona,1,0.4923087879411593,1.0501814546239974,1.853153174792333,36.5,77.8609361292923,137.393628829564,0.49,1.05,1.85,36,78,137,wk inc covid hosp,2025-07-26,2025-07-19,2025-07-16,"July 26, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Arizona,2,0.3911494479532498,1.1194966958661976,2.1502067208387294,29,83,159.417315378075,0.39,1.12,2.15,29,83,159,wk inc covid hosp,2025-08-02,2025-07-19,2025-07-16,"August 02, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Arkansas,0,0.16318665681454425,0.4282317744912264,1.079526455784892,5,13.1209187947853,33.0764315188997,0.16,0.43,1.08,5,13,33,wk inc covid hosp,2025-07-19,2025-07-19,2025-07-16,"July 19, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Arkansas,1,0.1257771679089056,0.4957658584427293,1.5475427959684671,3.85378223820857,15.1901469188792,47.4163398582028,0.13,0.5,1.55,4,15,47,wk inc covid hosp,2025-07-26,2025-07-19,2025-07-16,"July 26, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
Arkansas,2,0.10260156865222932,0.5284464863627979,1.6834533865276946,3.14368743912783,16.1914735149994,51.5806077343958,0.1,0.53,1.68,3,16,52,wk inc covid hosp,2025-08-02,2025-07-19,2025-07-16,"August 02, 2025","July 16, 2025","July 19, 2025",CovidHub-ensemble
