location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,0.6276726693046959,0.9750825918041046,1.3095712488892157,2095.48347409716,3255.31054151005,4372,0.63,0.98,1.31,2095,3255,4372,wk inc covid hosp,2025-06-07,2025-06-07,2025-06-04,"June 07, 2025","June 04, 2025","June 07, 2025",CovidHub-ensemble
US,1,0.48405012310269274,0.9184681091168762,1.4418350994353375,1616,3066.30324731471,4813.5625,0.48,0.92,1.44,1616,3066,4814,wk inc covid hosp,2025-06-14,2025-06-07,2025-06-04,"June 14, 2025","June 04, 2025","June 07, 2025",CovidHub-ensemble
US,2,0.3911939732500722,0.8174426407493451,1.553715527408973,1306,2729.03,5187.075,0.39,0.82,1.55,1306,2729,5187,wk inc covid hosp,2025-06-21,2025-06-07,2025-06-04,"June 21, 2025","June 04, 2025","June 07, 2025",CovidHub-ensemble
Alabama,0,0.5766302912685525,1.033120733152914,1.6149971113467578,29.3929275813096,52.6618933346507,82.3222329049162,0.58,1.03,1.61,29,53,82,wk inc covid hosp,2025-06-07,2025-06-07,2025-06-04,"June 07, 2025","June 04, 2025","June 07, 2025",CovidHub-ensemble
Alabama,1,0.45244807651425123,0.9540536054885165,1.8302550999342933,23.0629117974876,48.6315564052655,93.2947096645617,0.45,0.95,1.83,23,49,93,wk inc covid hosp,2025-06-14,2025-06-07,2025-06-04,"June 14, 2025","June 04, 2025","June 07, 2025",CovidHub-ensemble
Alabama,2,0.3377071860450496,0.8679282979783284,1.8048554928717035,17.2141543956578,44.2414385691111,92,0.34,0.87,1.8,17,44,92,wk inc covid hosp,2025-06-21,2025-06-07,2025-06-04,"June 21, 2025","June 04, 2025","June 07, 2025",CovidHub-ensemble
Alaska,0,0.3282963750552401,0.9167663722257673,2.0142305397368454,2.3365214138694,6.52472711543173,14.3355003166665,0.33,0.92,2.01,2,7,14,wk inc covid hosp,2025-06-07,2025-06-07,2025-06-04,"June 07, 2025","June 04, 2025","June 07, 2025",CovidHub-ensemble
Alaska,1,0.2944165129089813,0.843038817722362,2.194842029621672,2.09539470818964,6,15.6209321574407,0.29,0.84,2.19,2,6,16,wk inc covid hosp,2025-06-14,2025-06-07,2025-06-04,"June 14, 2025","June 04, 2025","June 07, 2025",CovidHub-ensemble
Alaska,2,0.19512897825678682,0.9041591320072331,2.0871744186618586,1.38875440244116,6.435,14.8546499268025,0.2,0.9,2.09,1,6,15,wk inc covid hosp,2025-06-21,2025-06-07,2025-06-04,"June 21, 2025","June 04, 2025","June 07, 2025",CovidHub-ensemble
Arizona,0,0.5597483479330988,1.0250813118774824,1.723288659354919,41.5,76,127.765413917357,0.56,1.03,1.72,42,76,128,wk inc covid hosp,2025-06-07,2025-06-07,2025-06-04,"June 07, 2025","June 04, 2025","June 07, 2025",CovidHub-ensemble
