location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,0.616496664718995,0.9449103208480532,1.3595541407976213,2058.17241363357,3154.58049819874,4538.86774668343,0.62,0.94,1.36,2058,3155,4539,wk inc covid hosp,2025-06-14,2025-06-14,2025-06-11,"June 14, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
US,1,0.5127013387907339,0.9322186634499868,1.5375751842011047,1711.65200449717,3112.20943500427,5133.19050874788,0.51,0.93,1.54,1712,3112,5133,wk inc covid hosp,2025-06-21,2025-06-14,2025-06-11,"June 21, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
US,2,0.4128678408517061,0.9310626238528806,1.7400044338512017,1378.35814716818,3108.35,5809,0.41,0.93,1.74,1378,3108,5809,wk inc covid hosp,2025-06-28,2025-06-14,2025-06-11,"June 28, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Alabama,0,0.4877808764619614,0.8685441717442182,1.4114097376003094,24.8639521622302,44.2728318782628,71.9446495146405,0.49,0.87,1.41,25,44,72,wk inc covid hosp,2025-06-14,2025-06-14,2025-06-11,"June 14, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Alabama,1,0.39002664733472087,0.8056758395679491,1.5788740741051241,19.8810662108476,41.0682060325592,80.4809112925457,0.39,0.81,1.58,20,41,80,wk inc covid hosp,2025-06-21,2025-06-14,2025-06-11,"June 21, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Alabama,2,0.27465192282830275,0.788303267191841,1.4833525139537753,14,40.1826633035627,75.6118325387993,0.27,0.79,1.48,14,40,76,wk inc covid hosp,2025-06-28,2025-06-14,2025-06-11,"June 28, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Alaska,0,0.44600721058355425,1.1465327921024124,2.107597044305905,3.17428237851632,8.16,15,0.45,1.15,2.11,3,8,15,wk inc covid hosp,2025-06-14,2025-06-14,2025-06-11,"June 14, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Alaska,1,0.3575825869636313,1.152247334493144,2.4123821442144773,2.54495460550473,8.2006710267945,17.1691890824103,0.36,1.15,2.41,3,8,17,wk inc covid hosp,2025-06-21,2025-06-14,2025-06-11,"June 21, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Alaska,2,0.33001827536332445,1.1872619733529888,2.439069347346184,2.34877636777107,8.44987406317029,17.359124842691,0.33,1.19,2.44,2,8,17,wk inc covid hosp,2025-06-28,2025-06-14,2025-06-11,"June 28, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Arizona,0,0.32338693774346694,0.6527512195913473,1.3217046685428886,23.976056322292,48.3952756860635,97.9917921099173,0.32,0.65,1.32,24,48,98,wk inc covid hosp,2025-06-14,2025-06-14,2025-06-11,"June 14, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Arizona,1,0.2098800180217239,0.5995582462614004,1.7193098824652153,15.5606010809389,44.4515241746135,127.470425568517,0.21,0.6,1.72,16,44,127,wk inc covid hosp,2025-06-21,2025-06-14,2025-06-11,"June 21, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Arizona,2,0.13487911998387925,0.5729090768010261,1.2798419403157653,10,42.4757424922034,94.8880701823034,0.13,0.57,1.28,10,42,95,wk inc covid hosp,2025-06-28,2025-06-14,2025-06-11,"June 28, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Arkansas,0,0.0652746627258177,0.2669564820426084,0.7772580464076743,2,8.17948254022983,23.815,0.07,0.27,0.78,2,8,24,wk inc covid hosp,2025-06-14,2025-06-14,2025-06-11,"June 14, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Arkansas,1,0.03263733136290885,0.24575910516270363,0.8489863947063131,1,7.53,26.0127393770667,0.03,0.25,0.85,1,8,26,wk inc covid hosp,2025-06-21,2025-06-14,2025-06-11,"June 21, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Arkansas,2,0,0.3029029452004445,0.9166944134367861,0,9.28087354423477,28.0872968210439,0,0.3,0.92,0,9,28,wk inc covid hosp,2025-06-28,2025-06-14,2025-06-11,"June 28, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
California,0,0.9816985177517965,1.3789936236884583,1.9910772561491326,381.175696980955,535.438167764086,773.099120688964,0.98,1.38,1.99,381,535,773,wk inc covid hosp,2025-06-14,2025-06-14,2025-06-11,"June 14, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
California,1,0.8311188193719391,1.3436829335471456,2.233887239454813,322.708336133176,521.727668377454,867.377825349163,0.83,1.34,2.23,323,522,867,wk inc covid hosp,2025-06-21,2025-06-14,2025-06-11,"June 21, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
California,2,0.597504137651767,1.3154445866171307,2.4377138636644418,232,510.763231355293,946.52,0.6,1.32,2.44,232,511,947,wk inc covid hosp,2025-06-28,2025-06-14,2025-06-11,"June 28, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Colorado,0,0.2652602965062481,0.5568405399706537,1.0039674383573576,15.5,32.537957934997,58.665,0.27,0.56,1,16,33,59,wk inc covid hosp,2025-06-14,2025-06-14,2025-06-11,"June 14, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Colorado,1,0.17969245892358743,0.49872350507791036,0.9799029642273884,10.5,29.1419953552134,57.2588364922029,0.18,0.5,0.98,10,29,57,wk inc covid hosp,2025-06-21,2025-06-14,2025-06-11,"June 21, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
Colorado,2,0.11979497261572493,0.482528078834513,1.0542300230366126,7,28.1956452603105,61.6020021552023,0.12,0.48,1.05,7,28,62,wk inc covid hosp,2025-06-28,2025-06-14,2025-06-11,"June 28, 2025","June 11, 2025","June 14, 2025",CovidHub-ensemble
