location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,1.6489577702700393,2.60304094185802,4.030459624802116,5505.04096492308,8690.245,13455.6783333333,1.65,2.6,4.03,5500,8700,13500,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
United States,1,1.606411392450335,2.8166505238746278,5.220317829787002,5363,9403.38,17428.0166666667,1.61,2.82,5.22,5400,9400,17400,wk inc covid hosp,hosp,2024-12-21,2024-12-14,2024-12-11,"December 21, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
United States,2,1.4636718052793178,3.0227992675546735,5.828071315104636,4886.46428219082,10091.6070118053,19457,1.46,3.02,5.83,4900,10100,19500,wk inc covid hosp,hosp,2024-12-28,2024-12-14,2024-12-11,"December 28, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Alabama,0,1.0203748598429736,1.9066055982823524,3.1885590217197293,52.0121901594404,97.1865701906613,162.532364035123,1.02,1.91,3.19,50,100,160,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Alabama,1,0.8901664998810168,1.9467585913179073,3.7817277572441115,45.375,99.2333131979884,192.768315823936,0.89,1.95,3.78,50,100,190,wk inc covid hosp,hosp,2024-12-21,2024-12-14,2024-12-11,"December 21, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Alabama,2,0.8249366682092949,2.1914146220937463,4.684656495553268,42.05,111.704314294904,238.793853188299,0.82,2.19,4.68,40,110,240,wk inc covid hosp,hosp,2024-12-28,2024-12-14,2024-12-11,"December 28, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Alaska,0,0.5964499635385712,1.6093026342361574,3.1885744070644826,4.245,11.4535838711485,22.6934347982627,0.6,1.61,3.19,4,10,20,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Alaska,1,0.5395879497860213,1.6670129505653981,3.8865611043107107,3.84030679330159,11.8643145405985,27.6610829011008,0.54,1.67,3.89,4,10,30,wk inc covid hosp,hosp,2024-12-21,2024-12-14,2024-12-11,"December 21, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Alaska,2,0.5251429302062213,1.718269165691299,5.036256392888293,3.7375,12.2291106618332,35.8435907363892,0.53,1.72,5.04,4,10,40,wk inc covid hosp,hosp,2024-12-28,2024-12-14,2024-12-11,"December 28, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Arizona,0,5.965837042944244,10.742844853727533,13.51631433056876,442.309902648926,796.479459163992,1002.10576197296,5.97,10.74,13.52,440,800,1000,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Arizona,1,5.105849841061224,10.613583310133373,14.935731720648885,378.550055907206,786.895948861611,1107.3420202055,5.11,10.61,14.94,380,790,1100,wk inc covid hosp,hosp,2024-12-21,2024-12-14,2024-12-11,"December 21, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Arizona,2,4.523199726608468,10.410325748203883,15.797137551566038,335.352108402626,771.82633972168,1171.20704475638,4.52,10.41,15.8,340,770,1200,wk inc covid hosp,hosp,2024-12-28,2024-12-14,2024-12-11,"December 28, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Arkansas,0,0.8057831922032743,1.7562821533136488,4.183837682000251,24.6890036211422,53.8120636698134,128.191782455444,0.81,1.76,4.18,20,50,130,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Arkansas,1,0.657381548795578,2.102912481636145,5.192273046525169,20.1420128835248,64.4327337383359,159.09,0.66,2.1,5.19,20,60,160,wk inc covid hosp,hosp,2024-12-21,2024-12-14,2024-12-11,"December 21, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Arkansas,2,0.4475545709159634,2.711260342651643,5.617286942227549,13.7129646397681,83.0723661963641,172.112323760986,0.45,2.71,5.62,10,80,170,wk inc covid hosp,hosp,2024-12-28,2024-12-14,2024-12-11,"December 28, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
California,0,1.0511308539429929,1.8664682141868472,3.9473724412975235,408.135011538448,724.715693841301,1532.69299519857,1.05,1.87,3.95,410,720,1500,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
California,1,1.1133387811669633,2.3985807210289702,4.72536105113237,432.289219361478,931.325311763848,1834.7718363444,1.11,2.4,4.73,430,930,1800,wk inc covid hosp,hosp,2024-12-21,2024-12-14,2024-12-11,"December 21, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
California,2,0.9855002237402043,2.764048792079712,5.643862765334577,382.651830339256,1073.229923198,2191.40936279297,0.99,2.76,5.64,380,1100,2200,wk inc covid hosp,hosp,2024-12-28,2024-12-14,2024-12-11,"December 28, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Colorado,0,1.7738212730885559,3.0580586959791325,4.132912827761732,103.65,178.692063652127,241.499197859782,1.77,3.06,4.13,100,180,240,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Colorado,1,1.6905766596056795,2.9984250620713717,4.7655400916782025,98.7857533487708,175.207481384277,278.465614318848,1.69,3,4.77,100,180,280,wk inc covid hosp,hosp,2024-12-21,2024-12-14,2024-12-11,"December 21, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Colorado,2,1.4169985228238087,3.2204409213475493,5.714441660087995,82.7997155739125,188.180571832058,333.912940979004,1.42,3.22,5.71,80,190,330,wk inc covid hosp,hosp,2024-12-28,2024-12-14,2024-12-11,"December 28, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Connecticut,0,1.22090002814314,2.578360570452044,5.050662138221932,44.1028647326214,93.1387376929761,182.446280577904,1.22,2.58,5.05,40,90,180,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Connecticut,1,1.0229045038995532,2.8521535320535203,6.2473631933348175,36.9506248914445,103.029026555217,225.675,1.02,2.85,6.25,40,100,230,wk inc covid hosp,hosp,2024-12-21,2024-12-14,2024-12-11,"December 21, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Connecticut,2,0.9882473340421621,3.6047917991966667,8.439165479065554,35.6986956269652,130.216759312413,304.85,0.99,3.6,8.44,40,130,300,wk inc covid hosp,hosp,2024-12-28,2024-12-14,2024-12-11,"December 28, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Delaware,0,1.3433544314693,2.623813081483876,4.704064895513544,13.8156211820915,26.9843957314744,48.3785790927174,1.34,2.62,4.7,10,30,50,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Delaware,1,1.3929610923749323,3.0551082734094486,6.154977663938822,14.3257969176426,31.4200166292176,63.3003753865657,1.39,3.06,6.15,10,30,60,wk inc covid hosp,hosp,2024-12-21,2024-12-14,2024-12-11,"December 21, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Delaware,2,1.3126651770347768,3.1005951526721875,7.783324670149099,13.5,31.8878228000449,80.0469799041748,1.31,3.1,7.78,10,30,80,wk inc covid hosp,hosp,2024-12-28,2024-12-14,2024-12-11,"December 28, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
District of Columbia,0,0.9504849018346145,2.271443250721094,5.285867256544492,6.42317736476894,15.3499364852905,35.7207808876038,0.95,2.27,5.29,6,20,40,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
District of Columbia,1,0.6859322363671985,2.564050539939285,7.029338765990273,4.63538600759989,17.3273150982963,47.5027952194214,0.69,2.56,7.03,5,20,50,wk inc covid hosp,hosp,2024-12-21,2024-12-14,2024-12-11,"December 21, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
District of Columbia,2,0.519048576194978,3.2577890771710725,9.926951161454811,3.50762127772466,22.015454447815902,67.0842512893677,0.52,3.26,9.93,4,20,70,wk inc covid hosp,hosp,2024-12-28,2024-12-14,2024-12-11,"December 28, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
Florida,0,0.47496097637494505,1.2470188440913959,3.2555523919884632,107.107461863483,281.212625731855,734.152848368343,0.47,1.25,3.26,110,280,730,wk inc covid hosp,hosp,2024-12-14,2024-12-14,2024-12-11,"December 14, 2024","December 11, 2024","December 14, 2024",CovidHub-ensemble
