location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,0.7833974891310919,1.2310085410791474,1.7766209970303195,2615.37035528708,4109.71861680916,5931.24429511177,0.78,1.23,1.78,2615,4110,5931,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
US,1,0.6030920700857311,1.1661159092636062,1.8619844658011457,2013.4212114471,3893.07474459664,6216.23,0.6,1.17,1.86,2013,3893,6216,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
US,2,0.47592458595732434,1.1691114348688842,1.9600245847939235,1588.87291666667,3903.07529856221,6543.53666666666,0.48,1.17,1.96,1589,3903,6544,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Alabama,0,0.7952097322293046,1.351960201100226,2.070025385030921,40.534710758861,68.9142920264045,105.516666666666,0.8,1.35,2.07,41,69,106,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Alabama,1,0.5290090303590427,1.2273030947544032,2.104872428261349,26.9655,62.560069303804,107.292946257947,0.53,1.23,2.1,27,63,107,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Alabama,2,0.3729969291953229,1.11294168543616,2.130147977973602,19.013,56.7306554261655,108.581332271515,0.37,1.11,2.13,19,57,109,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Alaska,0,0.31585283671993414,0.974942298897214,2.0019597420483737,2.24795938274781,6.93877158490435,14.2481676997299,0.32,0.97,2,2,7,14,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Alaska,1,0.20570841208148816,0.835008176821651,2.17978734863668,1.46404939670928,5.94284504533914,15.5137863368556,0.21,0.84,2.18,1,6,16,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Alaska,2,0.23886099835466923,0.899247745331074,2.420583210112939,1.7,6.40004512077324,17.2275569705269,0.24,0.9,2.42,2,6,17,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Arizona,0,0.45148762227803824,0.9835708876762405,1.8107403427517847,33.4735,72.9223980549248,134.249121952175,0.45,0.98,1.81,33,73,134,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Arizona,1,0.32150852088533843,0.9081860745581198,2.0450592921794386,23.8367896323586,67.3333333333333,151.621636649458,0.32,0.91,2.05,24,67,152,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Arizona,2,0.1873470976576083,0.8407465145661802,1.8883076797743095,13.89,62.3333333333333,140,0.19,0.84,1.89,14,62,140,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Arkansas,0,0.23934042999466476,0.5880275758738874,1.2764865179211196,7.33333333333333,18.0170237981577,39.1112405523388,0.24,0.59,1.28,7,18,39,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Arkansas,1,0.13718931051808791,0.5807228147236206,1.313108631834365,4.20344754883969,17.7932076696562,40.2333333333333,0.14,0.58,1.31,4,18,40,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Arkansas,2,0.09382671497408726,0.5140379689658143,1.343026185583699,2.87482802839444,15.75,41.15,0.09,0.51,1.34,3,16,41,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
California,0,0.8254313625749625,1.2043758420704285,1.7633124236990927,320.5,467.637255966897,684.662174735619,0.83,1.2,1.76,320,468,685,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
California,1,0.5761291997619358,1.1809873332996421,1.991070935940183,223.7005,458.555922980405,773.096666666667,0.58,1.18,1.99,224,459,773,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
California,2,0.43471001463035236,1.1120658355435353,1.9854307029166596,168.79,431.794957705323,770.906666666667,0.43,1.11,1.99,169,432,771,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Colorado,0,0.346968927519628,0.6674291331447533,1.2664660939717323,20.2744943264721,39,74.0036285682862,0.35,0.67,1.27,20,39,74,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Colorado,1,0.2294929403966959,0.6455842707163414,1.2949266087509321,13.41,37.723535440094,75.6666666666667,0.23,0.65,1.29,13,38,76,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Colorado,2,0.13883149588749472,0.4505297546552583,1.266403996223378,8.11236440054828,26.325881743829,74,0.14,0.45,1.27,8,26,74,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Connecticut,0,0.8689675942994566,1.6873146911527512,2.6714104271931314,31.3899249611019,60.9512735440367,96.5,0.87,1.69,2.67,31,61,96,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Connecticut,1,0.6870461976749483,1.596386887407295,2.8412392590068887,24.8183346896996,57.6666666666667,102.634767650528,0.69,1.6,2.84,25,58,103,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Connecticut,2,0.6251045582023457,1.587159217537887,3.0812970085071267,22.5808019810373,57.3333333333333,111.306431349585,0.63,1.59,3.08,23,57,111,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Delaware,0,0.24114131020882365,0.7761927029081503,1.7554753121215976,2.47999851353783,7.98269175764264,18.0540454094896,0.24,0.78,1.76,2,8,18,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Delaware,1,0.1849866188149317,0.7134150706498422,1.8892655103544973,1.90248008227266,7.33706022089265,19.43,0.18,0.71,1.89,2,7,19,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Delaware,2,0.18548756267569974,0.6706417087131623,1.7521649251975315,1.90763199933322,6.89716100192382,18.02,0.19,0.67,1.75,2,7,18,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
District of Columbia,0,0.2959547426007615,0.9812308333947208,2.0931465939930067,2,6.63095191360651,14.14504512142,0.3,0.98,2.09,2,7,14,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
District of Columbia,1,0.19274968561429107,0.9882554419602295,2.5515466062388588,1.3025618979474,6.67842274312442,17.2428161401749,0.19,0.99,2.55,1,7,17,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
District of Columbia,2,0.20124922496851785,0.9016909227215733,2.5156153121064726,1.36,6.09343790065862,17,0.2,0.9,2.52,1,6,17,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Florida,0,0.6862066335960618,1.239560543593378,1.8777115844037762,154.74503063245,279.530719899812,423.4388337588,0.69,1.24,1.88,155,280,423,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Florida,1,0.5310116528649326,1.1220490588337295,1.9816337576073915,119.747333333333,253.030949395552,446.874106879827,0.53,1.12,1.98,120,253,447,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Florida,2,0.40532501031449353,0.9318909092332321,2.1452387718060324,91.404,210.148780608095,483.768333333333,0.41,0.93,2.15,91,210,484,wk inc covid hosp,2025-05-24,2025-05-10,2025-05-07,"May 24, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Georgia,0,0.4806597540509883,0.8989995125313955,1.4758035613678524,52.7397522357718,98.6415258431557,161.930582952351,0.48,0.9,1.48,53,99,162,wk inc covid hosp,2025-05-10,2025-05-10,2025-05-07,"May 10, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
Georgia,1,0.3424183227649804,0.8739706563628887,1.6235102234549754,37.5713950490182,95.895267888445,178.1375,0.34,0.87,1.62,38,96,178,wk inc covid hosp,2025-05-17,2025-05-10,2025-05-07,"May 17, 2025","May 07, 2025","May 10, 2025",CovidHub-ensemble
