location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,0.5913542877403397,1.012911175030871,1.3874291159632142,1974.23465748329,3381.60116220572,4631.92827433883,0.59,1.01,1.39,1974,3382,4632,wk inc covid hosp,2025-07-05,2025-07-05,2025-07-02,"July 05, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
US,1,0.5565443554787153,1.0031129916950088,1.6105494821927304,1858.02179470327,3348.88995418193,5376.81500118386,0.56,1,1.61,1858,3349,5377,wk inc covid hosp,2025-07-12,2025-07-05,2025-07-02,"July 12, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
US,2,0.4247359341533258,0.969597926041718,1.9049683964584108,1417.9797438997,3237,6359.73173386363,0.42,0.97,1.9,1418,3237,6360,wk inc covid hosp,2025-07-19,2025-07-05,2025-07-02,"July 19, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
Alabama,0,0.6752628997300897,1.1674035163975005,1.8342824846033075,34.4205876983107,59.5067715574748,93.5,0.68,1.17,1.83,34,60,94,wk inc covid hosp,2025-07-05,2025-07-05,2025-07-02,"July 05, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
Alabama,1,0.5632941009459934,1.1798205359203284,2.184811048266348,28.7131338169217,60.1397118679938,111.36770629802,0.56,1.18,2.18,29,60,111,wk inc covid hosp,2025-07-12,2025-07-05,2025-07-02,"July 12, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
Alabama,2,0.4723673378753202,1.1236902401956483,2.3166989487332956,24.0782684575948,57.2785480645393,118.090508700141,0.47,1.12,2.32,24,57,118,wk inc covid hosp,2025-07-19,2025-07-05,2025-07-02,"July 19, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
Alaska,0,0.26148480443755684,0.8356239325317019,1.7061983743731375,1.86101611651058,5.9472274464607,12.1432015122348,0.26,0.84,1.71,2,6,12,wk inc covid hosp,2025-07-05,2025-07-05,2025-07-02,"July 05, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
Alaska,1,0.421519408861181,0.9619234801245983,2.007540152820597,3,6.84611521962958,14.287884097041,0.42,0.96,2.01,3,7,14,wk inc covid hosp,2025-07-12,2025-07-05,2025-07-02,"July 12, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
Alaska,2,0.14050646962039368,0.7723822404224706,2.284992100749911,1,5.49712936713317,16.2625401301682,0.14,0.77,2.28,1,5,16,wk inc covid hosp,2025-07-19,2025-07-05,2025-07-02,"July 19, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
Arizona,0,0.4285313156181766,0.999496310134921,1.632037351804939,31.7715088643368,74.1031162017057,121,0.43,1,1.63,32,74,121,wk inc covid hosp,2025-07-05,2025-07-05,2025-07-02,"July 05, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
Arizona,1,0.37646040076348325,1.0553522026840418,1.9247991923185395,27.910947284389,78.2442977690081,142.705497526125,0.38,1.06,1.92,28,78,143,wk inc covid hosp,2025-07-12,2025-07-05,2025-07-02,"July 12, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
Arizona,2,0.32220884717597514,1.052057135874258,1.9004440433156335,23.8887121456965,78,140.899795575681,0.32,1.05,1.9,24,78,141,wk inc covid hosp,2025-07-19,2025-07-05,2025-07-02,"July 19, 2025","July 02, 2025","July 05, 2025",CovidHub-ensemble
