location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
New Jersey,0,1.616785590511891,2.5421520588253985,3.697079132924866,150.093853763062,236,343.217343093714,1.62,2.54,3.7,150,236,343,wk inc covid hosp,2025-04-19,2025-04-19,2025-04-16,"April 19, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
New Jersey,1,1.3596722806370634,2.448849996311822,3.820979335591292,126.224809061426,227.338328218109,354.719584955197,1.36,2.45,3.82,126,227,355,wk inc covid hosp,2025-04-26,2025-04-19,2025-04-16,"April 26, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
New Jersey,2,0.9895755269630881,2.2698537274346573,3.882473605968391,91.866976860226,210.72125792589,360.428388942202,0.99,2.27,3.88,92,211,360,wk inc covid hosp,2025-05-03,2025-04-19,2025-04-16,"May 03, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
New Mexico,0,0.2856203429553618,0.8150821280778626,1.76336566084787,6.00076344494811,17.1245331764221,37.0475719208362,0.29,0.82,1.76,6,17,37,wk inc covid hosp,2025-04-19,2025-04-19,2025-04-16,"April 19, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
New Mexico,1,0.21078500562974745,0.7221391067191015,1.9752893679930774,4.42850443857863,15.1718393337435,41.5,0.21,0.72,1.98,4,15,42,wk inc covid hosp,2025-04-26,2025-04-19,2025-04-16,"April 26, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
New Mexico,2,0.12195630598263697,0.8065860609568778,2.3993010163386037,2.56225076704669,16.9460343745584,50.4083066468472,0.12,0.81,2.4,3,17,50,wk inc covid hosp,2025-05-03,2025-04-19,2025-04-16,"May 03, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
New York,0,1.932020618534961,2.9878993025331946,4.184155561596152,377.747048438636,584.191561795876,818.082580712608,1.93,2.99,4.18,378,584,818,wk inc covid hosp,2025-04-19,2025-04-19,2025-04-16,"April 19, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
New York,1,1.6468974191583063,2.937740923188285,4.190649970934526,322,574.384637599398,819.352362171143,1.65,2.94,4.19,322,574,819,wk inc covid hosp,2025-04-26,2025-04-19,2025-04-16,"April 26, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
New York,2,1.3110479811799518,2.67772191865097,4.3045505104541215,256.335,523.545940248226,841.622099981561,1.31,2.68,4.3,256,524,842,wk inc covid hosp,2025-05-03,2025-04-19,2025-04-16,"May 03, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
North Carolina,0,0.9932100475970306,1.6826969646155385,2.5557979315206043,106.629044289922,180.650980727195,274.385354332189,0.99,1.68,2.56,107,181,274,wk inc covid hosp,2025-04-19,2025-04-19,2025-04-16,"April 19, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
North Carolina,1,0.7636307190257605,1.47356754631938,2.6105970994983982,81.9818667331676,158.199264637756,280.268483407949,0.76,1.47,2.61,82,158,280,wk inc covid hosp,2025-04-26,2025-04-19,2025-04-16,"April 26, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
North Carolina,2,0.465651162184453,1.3387576562079677,2.6219946947437918,49.9913774697985,143.726344455175,281.492106438304,0.47,1.34,2.62,50,144,281,wk inc covid hosp,2025-05-03,2025-04-19,2025-04-16,"May 03, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
North Dakota,0,0.36383533425601083,0.9012198654607486,2.0200704112742347,2.826,7,15.6903919019698,0.36,0.9,2.02,3,7,16,wk inc covid hosp,2025-04-19,2025-04-19,2025-04-16,"April 19, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
North Dakota,1,0.23606998809622198,0.884485611560596,2.0954379084613346,1.83361461504038,6.87002086639404,16.2757900944963,0.24,0.88,2.1,2,7,16,wk inc covid hosp,2025-04-26,2025-04-19,2025-04-16,"April 26, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
North Dakota,2,0.13730959277725321,0.600585200923843,2.3785767163410476,1.06651793449912,4.66489540187572,18.475,0.14,0.6,2.38,1,5,18,wk inc covid hosp,2025-05-03,2025-04-19,2025-04-16,"May 03, 2025","April 16, 2025","April 19, 2025",CovidHub-ensemble
