location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,1.6277677078445032,2.451820952547096,3.384948134671365,5434.298,8185.39748305265,11300.6400051435,1.63,2.45,3.38,5400,8200,11300,wk inc covid hosp,hosp,2025-03-15,2025-03-15,2025-03-12,"March 15, 2025","March 12, 2025","March 15, 2025",CovidHub-ensemble
United States,1,1.344126616680983,2.2625915479849343,3.6346830304696316,4487.363,7553.65563819503,12134.3792654977,1.34,2.26,3.63,4500,7600,12100,wk inc covid hosp,hosp,2025-03-22,2025-03-15,2025-03-12,"March 22, 2025","March 12, 2025","March 15, 2025",CovidHub-ensemble
United States,2,1.0855648726159917,2.002098405209405,3.858456529444967,3624.15533106944,6684,12881.446474212,1.09,2,3.86,3600,6700,12900,wk inc covid hosp,hosp,2025-03-29,2025-03-15,2025-03-12,"March 29, 2025","March 12, 2025","March 15, 2025",CovidHub-ensemble
Alabama,0,2.897048099987425,4.169933327823417,5.767690379394357,147.673,212.556555178473,294,2.9,4.17,5.77,150,210,290,wk inc covid hosp,hosp,2025-03-15,2025-03-15,2025-03-12,"March 15, 2025","March 12, 2025","March 15, 2025",CovidHub-ensemble
Alabama,1,2.272695914089251,3.9232981285997797,6.072983585175917,115.847515173379,199.984668720975,309.561896807159,2.27,3.92,6.07,120,200,310,wk inc covid hosp,hosp,2025-03-22,2025-03-15,2025-03-12,"March 22, 2025","March 12, 2025","March 15, 2025",CovidHub-ensemble
Alabama,2,1.7693691552131208,3.609721570182218,6.149077844094465,90.1911332638631,184.000539527056,313.440695884512,1.77,3.61,6.15,90,180,310,wk inc covid hosp,hosp,2025-03-29,2025-03-15,2025-03-12,"March 29, 2025","March 12, 2025","March 15, 2025",CovidHub-ensemble
Alaska,0,1.1351340522263602,2.0922550515260547,3.5109873624955497,8.07887391444075,14.8908093497666,24.9880832674907,1.14,2.09,3.51,8,10,20,wk inc covid hosp,hosp,2025-03-15,2025-03-15,2025-03-12,"March 15, 2025","March 12, 2025","March 15, 2025",CovidHub-ensemble
Alaska,1,0.9835452873427557,2.107597044305905,3.6531682101302354,7,15,26,0.98,2.11,3.65,7,20,30,wk inc covid hosp,hosp,2025-03-22,2025-03-15,2025-03-12,"March 22, 2025","March 12, 2025","March 15, 2025",CovidHub-ensemble
Alaska,2,0.7842265488425119,1.8755481554074054,3.6065445786639523,5.58142661303253,13.3484825323316,25.668174486255,0.78,1.88,3.61,6,10,30,wk inc covid hosp,hosp,2025-03-29,2025-03-15,2025-03-12,"March 29, 2025","March 12, 2025","March 15, 2025",CovidHub-ensemble
Arizona,0,1.7798244035712754,2.805485695664688,4.005909863521214,131.957,208,297,1.78,2.81,4.01,130,210,300,wk inc covid hosp,hosp,2025-03-15,2025-03-15,2025-03-12,"March 15, 2025","March 12, 2025","March 15, 2025",CovidHub-ensemble
