location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,1.2983573711146754,1.8818811424268242,2.4617363469798765,4334.5625,6282.655,8218.5,1.3,1.88,2.46,4335,6283,8218,wk inc covid hosp,2025-08-09,2025-08-09,2025-08-06,"August 09, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
US,1,1.3111677755947464,2.0845172242826235,3.0990634249776403,4377.33,6959.155,10346.2146908728,1.31,2.08,3.1,4377,6959,10346,wk inc covid hosp,2025-08-16,2025-08-09,2025-08-06,"August 16, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
US,2,1.151814641008959,2.2282480604956256,3.2194125761805332,3845.33,7439,10748,1.15,2.23,3.22,3845,7439,10748,wk inc covid hosp,2025-08-23,2025-08-09,2025-08-06,"August 23, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Alabama,0,1.1770796692641545,1.9563064103170247,3.1388791180377456,60,99.72,160,1.18,1.96,3.14,60,100,160,wk inc covid hosp,2025-08-09,2025-08-09,2025-08-06,"August 09, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Alabama,1,1.24574264997123,2.217127647031474,3.8549359168401063,63.5,113.015,196.5,1.25,2.22,3.85,64,113,196,wk inc covid hosp,2025-08-16,2025-08-09,2025-08-06,"August 16, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Alabama,2,1.2163156582396264,2.314923349552837,4.335576781789636,62,118,221,1.22,2.31,4.34,62,118,221,wk inc covid hosp,2025-08-23,2025-08-09,2025-08-06,"August 23, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Alaska,0,1.0797922190327254,2.107597044305905,3.1613955664588578,7.685,15,22.5,1.08,2.11,3.16,8,15,22,wk inc covid hosp,2025-08-09,2025-08-09,2025-08-06,"August 09, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Alaska,1,0.9428329244278183,1.9670905746855114,3.473319929016131,6.71024563477447,14,24.72,0.94,1.97,3.47,7,14,25,wk inc covid hosp,2025-08-16,2025-08-09,2025-08-06,"August 16, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Alaska,2,1.264558226583543,2.3886099835466923,3.9102950495355557,9,17,27.83,1.26,2.39,3.91,9,17,28,wk inc covid hosp,2025-08-23,2025-08-09,2025-08-06,"August 23, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Arizona,0,0.8160186759024695,1.266784694888594,1.9827230637630249,60.5,93.92,147,0.82,1.27,1.98,60,94,147,wk inc covid hosp,2025-08-09,2025-08-09,2025-08-06,"August 09, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Arizona,1,0.7485791159105298,1.3953244962332307,2.5557166585773543,55.5,103.45,189.482008696588,0.75,1.4,2.56,56,103,189,wk inc covid hosp,2025-08-16,2025-08-09,2025-08-06,"August 16, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Arizona,2,0.7688109839081116,1.6725010878001028,2.9673406396453434,57,124,220,0.77,1.67,2.97,57,124,220,wk inc covid hosp,2025-08-23,2025-08-09,2025-08-06,"August 23, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Arkansas,0,0.29373598226617964,0.6364279615767225,1.0774399016180252,9,19.5,33.0124999999999,0.29,0.64,1.08,9,20,33,wk inc covid hosp,2025-08-09,2025-08-09,2025-08-06,"August 09, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Arkansas,1,0.22846131954036195,0.6802111245463835,1.2565372574719906,7,20.8415056054313,38.5,0.23,0.68,1.26,7,21,38,wk inc covid hosp,2025-08-16,2025-08-09,2025-08-06,"August 16, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
Arkansas,2,0.24148761517447329,0.6996444370104727,1.5339545740567158,7.39912257191822,21.436937635336,47,0.24,0.7,1.53,7,21,47,wk inc covid hosp,2025-08-23,2025-08-09,2025-08-06,"August 23, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
California,0,1.5882862466855658,2.315328533400597,3.282743679232685,616.702690426903,899,1274.6297231934,1.59,2.32,3.28,617,899,1275,wk inc covid hosp,2025-08-09,2025-08-09,2025-08-06,"August 09, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
California,1,1.3914283494905828,2.4750063632902934,3.892675318052818,540.266345854083,961,1511.45509608938,1.39,2.48,3.89,540,961,1511,wk inc covid hosp,2025-08-16,2025-08-09,2025-08-06,"August 16, 2025","August 06, 2025","August 09, 2025",CovidHub-ensemble
