location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,1.3478856433021944,1.7904013603437936,2.415532684400242,4499.9125,5977.25,8064.2492,1.35,1.79,2.42,4500,6000,8100,wk inc rsv hosp,hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
United States,1,1.2539623965661868,1.8932170811080258,2.6233292742415646,4186.35,6320.5,8757.977541666667,1.25,1.89,2.62,4200,6300,8800,wk inc rsv hosp,hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
United States,2,1.3994320390691712,2.2540081536805463,2.9968135603430963,4672,7525,10004.8538,1.4,2.25,3,4700,7500,10000,wk inc rsv hosp,hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
United States,0,NA,NA,NA,0.0034762347044104734,0.004835034936712369,0.006784338145622246,NA,NA,NA,0.0035,0.0048,0.0068,wk inc rsv prop ed visits,prop_ed,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
United States,1,NA,NA,NA,0.002751663004341964,0.004650396136608315,0.007812647859612862,NA,NA,NA,0.0028,0.0047,0.0078,wk inc rsv prop ed visits,prop_ed,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
United States,2,NA,NA,NA,0.001458079224743091,0.0034962716919041056,0.007382364802832083,NA,NA,NA,0.0015,0.0035,0.0074,wk inc rsv prop ed visits,prop_ed,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alabama,0,0.882809751948116,1.6969565231891561,2.4571538095889225,45,86.5,125.25,0.88,1.7,2.46,40,90,130,wk inc rsv hosp,hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alabama,1,0.7258657960462287,1.706765520433024,2.4571538095889225,37,87,125.25,0.73,1.71,2.46,40,90,130,wk inc rsv hosp,hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alabama,2,0.9024277464358518,1.6086755479943444,2.785755217258499,46,82,142,0.9,1.61,2.79,50,80,140,wk inc rsv hosp,hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alabama,0,NA,NA,NA,0.003685480513175607,0.005493664028643022,0.008107843440105664,NA,NA,NA,0.0037,0.0055,0.0081,wk inc rsv prop ed visits,prop_ed,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alabama,1,NA,NA,NA,0.0025469211632171817,0.004717259531923188,0.00832841586326619,NA,NA,NA,0.0025,0.0047,0.0083,wk inc rsv prop ed visits,prop_ed,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alabama,2,NA,NA,NA,0.0017149642639738157,0.004068651788251974,0.00884586650079498,NA,NA,NA,0.0017,0.0041,0.0088,wk inc rsv prop ed visits,prop_ed,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alaska,0,0.3161395566458858,1.1240517569631494,2.599369687977283,2.25,8,18.5,0.32,1.12,2.6,2,8,20,wk inc rsv hosp,hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alaska,1,0.28101293924078735,1.264558226583543,3.372155270889448,2,9,24,0.28,1.26,3.37,2,9,20,wk inc rsv hosp,hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alaska,2,0.3512661740509842,1.3348114613937399,3.231648801269055,2.5,9.5,23,0.35,1.33,3.23,2,10,20,wk inc rsv hosp,hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alaska,0,NA,NA,NA,0.0024372270758809223,0.004420193900193622,0.007316412981993734,NA,NA,NA,0.0024,0.0044,0.0073,wk inc rsv prop ed visits,prop_ed,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alaska,1,NA,NA,NA,0.0018563603389346753,0.0042732264915506454,0.009020354625787558,NA,NA,NA,0.0019,0.0043,0.009,wk inc rsv prop ed visits,prop_ed,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Alaska,2,NA,NA,NA,0.0012865510584262813,0.00308600179805891,0.006748501257946612,NA,NA,NA,0.0013,0.0031,0.0067,wk inc rsv prop ed visits,prop_ed,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Arizona,0,0.29673406396453433,0.6136999959266506,1.0792015587710129,22,45.5,80.01249999999993,0.3,0.61,1.08,20,50,80,wk inc rsv hosp,hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Arizona,1,0.3237098879613102,0.7553230719097238,1.4870422978222686,24,56,110.25,0.32,0.76,1.49,20,60,110,wk inc rsv hosp,hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Arizona,2,0.3237098879613102,0.8025307639040815,1.2139120798549132,24,59.5,90,0.32,0.8,1.21,20,60,90,wk inc rsv hosp,hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Arizona,0,NA,NA,NA,8.039338451125691e-4,0.001428407291009257,0.0023737921171196903,NA,NA,NA,8e-4,0.0014,0.0024,wk inc rsv prop ed visits,prop_ed,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
Arizona,1,NA,NA,NA,7.632276262954929e-4,0.0016570743795619005,0.003248011205566708,NA,NA,NA,7.6e-4,0.0017,0.0032,wk inc rsv prop ed visits,prop_ed,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",RSVHub-ensemble
